id,airport_ref,airport_ident,length_ft,width_ft,surface,lighted,closed,le_ident,le_latitude_deg,le_longitude_deg,le_elevation_ft,le_heading_degT,le_displaced_threshold_ft,he_ident,he_latitude_deg,he_longitude_deg,he_elevation_ft,he_heading_degT,he_displaced_threshold_ft
252236,6576,01A,1176.0,50.0,GRAVEL-F,0,0,5,62.940214,-152.272933,2034.0,70,,23,62.941297,-152.266286,2041.0,250,
345167,345166,01OL,1600.0,75.0,Turf,0,0,5,34.360721588134766,-96.7364730834961,1058.0,50,,23,34.3930549621582,-96.68888854980467,1043.0,230,
240582,6756,04CA,8000.0,150.0,ASP,0,0,8,34.5666,-117.683,,90,,26,34.5667,-117.6575,,270,
248135,6798,04V,7745.0,55.0,GRVL-G,0,0,10,38.10409927368164,-106.18599700927734,,118,,28,38.09410095214844,-106.16300201416016,,298,
253744,6802,04W,2751.0,75.0,ASPH-G,1,0,06,46.02130126953125,-92.9001007080078,1021.0,66,190.0,24,46.02439880371094,-92.89019775390624,1009.0,246,394.0
537371,537370,05NR,1235.0,75.0,Turf,0,0,16,,,,160,,34,,,,340,
255388,6854,05V,6160.0,52.0,DIRT-G,0,0,03,37.40480041503906,-105.55999755859376,7696.0,41,,21,37.41749954223633,-105.5459976196289,7720.0,221,
245598,6868,06FA,7003.0,150.0,ASPH,1,0,09,26.908100128173828,-80.33920288085938,28.0,90,241.0,27,26.90819931030273,-80.31770324707031,28.0,270,241.0
247424,6889,06N,2811.0,60.0,ASPH-G,1,0,08,41.4301986694336,-74.39610290527344,503.0,62,563.0,26,41.43370056152344,-74.38700103759766,521.0,242,
355065,355064,07IA,1600.0,60.0,Turf,0,0,18,40.650081,-95.021511,971.0,177,,36,40.645694,-95.021189,969.0,357,
243729,6943,07MT,13500.0,300.0,CONC-G,1,0,10,48.430301666259766,-106.552001953125,2757.0,120,,28,48.41180038452149,-106.50399780273438,2748.0,300,
523548,523547,08AN,1300.0,50.0,GVL,0,0,7,,,892.0,90,,25,,,871.0,270,
255100,7099,0B2,1730.0,30.0,TURF-F,0,0,01,44.76150131225586,-68.76709747314453,,348,,19,44.76620101928711,-68.76850128173828,,168,
257597,7101,0C1,2375.0,35.0,ASPH-TRTD-P,1,0,02,39.48469924926758,-94.78179931640624,,19,,20,39.49089813232422,-94.7791976928711,,199,
248718,7180,0G0,2830.0,50.0,ASPH-F,1,0,10,43.10329818725586,-78.70860290527344,588.0,91,,28,43.10309982299805,-78.6980972290039,588.0,271,355.0
254904,7200,0I2,2941.0,40.0,ASPH-G,1,0,09,39.47679901123047,-87.10489654541016,645.0,91,620.0,27,39.47669982910156,-87.09449768066406,631.0,271,442.0
347760,7327,0MI8,1600.0,100.0,Torf,0,0,17,44.8945541381836,-84.30105590820312,1276.0,170,,35,44.890567779541016,-84.2999496459961,1273.0,350,
347758,7327,0MI8,2800.0,100.0,Turf,0,0,4,44.89099884033203,-84.30110168457031,1275.0,36,,22,44.89720153808594,-84.2947998046875,1276.0,216,
240020,7349,0MS0,3200.0,100.0,ASPH,0,0,04,32.47159957885742,-88.62000274658203,,40,,22,32.47840118408203,-88.61329650878906,,310,380.0
257003,7437,0O4,2702.0,50.0,ASPH-F,1,0,16,39.94729995727539,-122.1709976196289,293.0,180,,34,39.93989944458008,-122.1709976196289,293.0,360,
240089,7545,0TE7,6291.0,60.0,ASPH,0,0,17,30.260400772094727,-98.62339782714844,1515.0,175,,35,30.243200302124023,-98.62169647216795,1433.0,355,
252747,7630,0XA4,5000.0,75.0,ASPH-G,0,0,15,28.00320053100586,-98.8853988647461,,156,,33,27.990699768066406,-98.87899780273438,,336,
240596,7750,12A,3133.0,40.0,ASPH-G,1,0,18,35.18280029296875,-92.33509826660156,,181,,36,35.17399978637695,-92.33570098876952,,1,
351350,321472,12WV,1292.0,40.0,Turf,0,0,18,38.34577941894531,-82.11255645751953,603.0,169,,36,38.34228897094727,-82.11170959472656,603.0,349,
351351,321472,12WV,1053.0,40.0,Turf,0,0,6,30.342283248901367,-82.1125259399414,,45,,24,30.344314575195312,-82.11170959472656,603.0,225,
254805,7912,14S,2318.0,50.0,ASPH-G,1,0,12,46.89929962158203,-124.10399627685548,6.0,137,,30,46.89459991455078,-124.0979995727539,8.0,317,
240552,7949,15MN,2500.0,120.0,TURF,0,0,05,45.2599983215332,-94.51439666748048,,50,,23,45.26440048217773,-94.50689697265624,,272,
251184,7977,16A,2420.0,75.0,GRVL-G,1,0,18,60.90919876098633,-162.43899536132812,11.0,196,,36,60.90280151367188,-162.44200134277344,12.0,16,
244298,8038,17FL,7550.0,210.0,ASPH,1,0,18,29.290599822998047,-82.12480163574219,,180,1800.0,36,29.269899368286133,-82.12480163574219,,255,1945.0
241659,8118,18TE,5093.0,40.0,ASPH-G,1,0,08,32.58530044555664,-95.07219696044922,359.0,91,,26,32.58509826660156,-95.05570220947266,349.0,271,2879.0
241334,8205,1AZ0,4500.0,75.0,ASPH,1,0,09,33.10139846801758,-112.27400207519533,,102,,27,33.098899841308594,-112.25900268554688,,242,
239954,8233,1CD2,3000.0,24.0,ASPH,0,0,08,40.166500091552734,-104.7979965209961,,80,,26,40.16790008544922,-104.78700256347656,,223,
253518,8258,1D2,2303.0,75.0,ASPH-F,1,0,18,42.35100173950195,-83.45649719238281,696.0,177,,36,42.34469985961914,-83.45610046386719,685.0,357,
254666,8267,1E7,6200.0,150.0,TURF-G,1,0,02,,,,23,,20,,,,203,
254667,8267,1E7,1600.0,102.0,TURF-F,0,0,08,,,,89,,26,,,,269,
251061,8317,1H4,1801.0,75.0,TURF-F,0,0,17,42.42219924926758,-74.00689697265625,840.0,180,112.0,35,42.41719818115234,-74.00689697265625,800.0,360,
249911,16042,1H9,3600.0,100.0,TURF,0,0,01,45.8306999206543,-91.8041000366211,,9,,19,45.84040069580078,-91.80130004882812,,189,
251622,8378,1K1,4600.0,60.0,ASPH-G,1,0,17,37.78150177001953,-97.11380004882812,1364.0,176,250.0,35,37.768798828125,-97.11270141601562,1349.0,356,
251975,8422,1LS0,4000.0,200.0,TURF,0,0,17,30.229400634765625,-90.88269805908205,,174,,35,30.218599319458008,-90.88140106201172,,354,
244169,8472,1MO3,3200.0,50.0,ASP,0,0,NW,39.937198638916016,-94.07640075683594,,154,,SE,39.92919921875,-94.07140350341795,,334,
247779,8640,1S2,2491.0,40.0,ASPH-G,1,0,10,48.25979995727539,-121.61499786376952,544.0,111,,28,48.25740051269531,-121.6050033569336,553.0,291,
254282,8656,1T8,2890.0,40.0,ASPH-F,1,0,16,29.742963790893555,-98.45191955566406,1080.0,149,490.0,34,29.742963790893555,-98.45191955566406,1080.0,329,200.0
242731,8668,1TE1,4000.0,50.0,ASPH,0,0,13,28.254199981689453,-99.82129669189452,650.0,136,,31,28.246299743652344,-99.8126983642578,,240,
241191,8702,1TX6,3000.0,40.0,ASPH,1,0,07,,,,76,,25,,,,349,
241192,8702,1TX6,1900.0,100.0,TURF,0,0,12,,,,126,,30,,,,268,
240890,8720,1VA8,3000.0,60.0,TURF-GRVL,0,0,13,36.86439895629883,-78.41349792480469,,127,600.0,31,36.859500885009766,-78.4052963256836,,284,1150.0
240032,8732,1WA6,3000.0,25.0,ASPH-TURF,0,0,E,47.55939865112305,-121.87000274658205,,88,,W,47.55970001220703,-121.85800170898438,,268,
253419,8773,1Y9,2800.0,28.0,ASPH-TURF-F,1,0,17,42.992000579833984,-95.66400146484376,,181,,35,42.98429870605469,-95.66400146484376,,1,
240342,8777,20AR,2000.0,55.0,TURF,0,0,08,35.30720138549805,-92.3230972290039,,74,,26,35.30860137939453,-92.31729888916016,,252,
245751,8787,20GA,4500.0,50.0,ASPH,1,0,10,33.757301330566406,-84.8927993774414,1064.0,97,,28,33.75590133666992,-84.87770080566406,1094.0,277,
345557,345556,20MS,2500.0,50.0,Turf,0,0,18,,,,159,,36,,,,339,
242022,8924,22XS,3488.0,75.0,ASPH,0,0,15,31.37809944152832,-97.66919708251952,720.0,154,,33,31.369400024414062,-97.66419982910156,720.0,205,
244038,8960,23ND,4000.0,60.0,ASP,1,0,08,47.081298828125,-101.2750015258789,,80,,26,47.08319854736328,-101.25900268554688,,260,
248592,9114,26N,2973.0,60.0,ASPH-G,1,0,06,39.26070022583008,-74.61129760742188,5.0,47,,24,39.266300201416016,-74.60359954833984,4.0,227,
252238,9148,27IA,1800.0,60.0,TURF,0,0,09,40.75130081176758,-92.03410339355467,750.0,90,,27,40.75130081176758,-92.02760314941406,735.0,270,
251837,9181,27W,2473.0,100.0,TURF-F,0,0,09,47.820499420166016,-120.7249984741211,1936.0,109,,27,47.81829833984375,-120.71499633789062,,289,
245110,9236,29AZ,5500.0,60.0,ASPH,1,0,03,32.900299072265625,-112.90699768066406,737.0,46,,21,32.91080093383789,-112.8939971923828,732.0,340,
346000,345999,29IA,3049.0,80.0,Turf,0,0,17,40.760414,-95.624069,1092.0,173,,35,40.752117,-95.62276,1116.0,353,
256494,9262,29N,2086.0,190.0,TURF-G,0,0,10,39.52429962158203,-75.05000305175781,,96,,28,39.52370071411133,-75.0427017211914,,276,
249052,9333,2C6,2809.0,150.0,TURF-G,1,0,02,40.770301818847656,-90.07599639892578,658.0,19,,20,40.7775993347168,-90.0727996826172,654.0,199,
245963,14060,2CN4,5002.0,60.0,ASPH,1,0,16,35.65420150756836,-119.88200378417967,,176,,34,35.64390182495117,-119.88099670410156,,269,
256390,9368,2D7,3175.0,115.0,TURF-G,1,0,10,40.64680099487305,-81.56179809570312,984.0,92,425.0,28,40.64649963378906,-81.55039978027344,972.0,272,734.0
255415,9373,2E8,2113.0,100.0,TURF-F,1,0,06,42.42319869995117,-83.87149810791016,,49,315.0,24,42.42699813842773,-83.8656005859375,,229,300.0
257532,9375,2F6,2600.0,40.0,TURF-F,0,0,N,36.35850143432617,-96.0102996826172,670.0,180,,S,36.35139846801758,-96.0103988647461,670.0,0,
254456,9424,2H5,4400.0,100.0,TURF-E,0,0,17,,,,169,,35,,,,349,
241629,20770,2IG4,5800.0,100.0,ASPH,1,0,18,38.85929870605469,-87.4999008178711,,180,,36,38.84339904785156,-87.49970245361328,,335,1541.0
255454,9478,2J9,2684.0,75.0,ASPH-G,1,0,14,30.60020065307617,-84.56009674072266,221.0,136,,32,30.59499931335449,-84.5541000366211,207.0,316,324.0
249629,9483,2K1,1220.0,30.0,ASPH-P,0,0,15,36.66559982299805,-97.8104019165039,1061.0,157,,33,36.66249847412109,-97.80879974365234,1061.0,337,
250097,9484,2K2,2528.0,39.0,ASPH-P,1,0,17,37.06290054321289,-93.2343978881836,1308.0,179,,35,37.055999755859375,-93.23419952392578,1336.0,359,
255603,9707,2P7,2843.0,50.0,ASPH-P,1,0,01,40.053001403808594,-80.96369934082031,1163.0,5,,19,40.06069946289063,-80.96269989013672,1187.0,185,
257904,9736,2Q5,1700.0,40.0,GRAVEL-G,0,0,06,39.20040130615234,-119.68599700927734,4939.0,60,,24,39.20270156860352,-119.68099975585938,4937.0,240,
250108,9741,2S1,2001.0,60.0,TURF-G,1,0,17,47.46129989624024,-122.47599792480467,324.0,187,,35,47.45589828491211,-122.47699737548828,308.0,7,
241732,9804,2TS8,4200.0,25.0,ASPH,0,0,15,29.225799560546875,-97.87439727783205,,156,,33,29.21529960632324,-97.868896484375,,229,
240738,9810,2TX4,4800.0,60.0,ASPH,1,0,17,27.990100860595703,-99.37799835205078,,170,,35,27.977100372314453,-99.37539672851562,,270,512.0
241042,9834,2VA9,3250.0,50.0,ASPH,1,0,03,38.753700256347656,-77.78910064697266,,20,400.0,21,38.76210021972656,-77.7853012084961,,263,
245298,9835,2VG2,5100.0,100.0,ASP,1,0,NW,38.97529983520508,-77.87640380859375,557.0,127,,SE,38.96689987182617,-77.86190032958984,519.0,307,
254722,9845,2W2,1840.0,30.0,ASPH-G,1,0,14,39.46849822998047,-77.02010345458984,760.0,125,330.0,32,39.465599060058594,-77.01470184326172,799.0,305,278.0
240270,9866,2WN3,2500.0,60.0,TURF,0,0,09,44.35770034790039,-88.76619720458984,,88,,27,44.358001708984375,-88.75659942626953,,270,660.0
240271,9866,2WN3,1001.0,60.0,TURF,0,0,18,44.35919952392578,-88.76129913330078,,183,,36,44.35649871826172,-88.7614974975586,,330,
249813,9880,2XA0,3200.0,39.0,ASPH-P,1,0,17,33.983299255371094,-99.71279907226562,1479.0,180,,35,33.974700927734375,-99.71279907226562,,338,
239797,9889,2XS1,4600.0,75.0,ASPH,1,0,18,30.22599983215332,-98.3019027709961,,186,600.0,36,30.213499069213867,-98.30329895019533,,308,200.0
245320,9891,2XS3,4250.0,75.0,ASPH-P,0,0,16,32.022499084472656,-95.70279693603516,,160,,34,32.01139831542969,-95.6980972290039,,317,80.0
243939,9893,2XS5,3000.0,50.0,ASPH,0,0,17,30.01440048217773,-98.42610168457033,,170,,35,30.00639915466309,-98.42440032958984,,311,
245482,9896,2XS8,3300.0,80.0,ASPH,0,0,15,29.23360061645508,-99.82599639892578,,156,,33,29.22529983520508,-99.8218994140625,,345,
241753,9917,30GA,4200.0,40.0,ASPH,1,0,14,34.463401794433594,-84.18579864501953,,140,,32,34.4546012878418,-84.17680358886719,,319,
349881,349880,30MT,1304.0,15.0,Turf,0,0,9,,,,10,,27,,,,269,
254029,9932,30NE,2600.0,60.0,TURF,0,0,17,40.359317779541016,-98.68579864501952,2044.0,180,,35,40.35218048095703,-98.6858367919922,2075.0,360,
241240,9985,31VA,5921.0,60.0,ASPH,1,0,02,37.012298583984375,-76.59110260009766,23.0,13,,20,37.028099060058594,-76.58670043945312,29.0,360,
244160,9987,31WI,4548.0,50.0,ASPH,1,0,06,43.00419998168945,-88.6093978881836,,60,,24,43.01029968261719,-88.5947036743164,,201,
344832,344831,33VT,1722.0,100.0,Turf,0,0,2,44.11611175537109,-72.56694030761719,1350.0,20,,20,44.12055587768555,-72.5647201538086,1350.0,200,
353030,353029,35XA,1461.0,80.0,Turf/Dirt,0,0,12,30.83503150939941,-94.94371795654295,240.0,119,,30,30.833086013793945,-94.93964385986328,267.0,299,
241873,10193,36MI,4278.0,75.0,ASPH,1,0,13,42.036598205566406,-83.88359832763672,789.0,125,,31,42.02989959716797,-83.87069702148438,794.0,305,
241872,10193,36MI,4258.0,75.0,ASPH,1,0,7,42.03189849853516,-83.8864974975586,794.0,63,,25,42.03710174560547,-83.87259674072266,794.0,243,
346068,346067,36MT,3400.0,80.0,Turf,0,0,10,,,,90,,28,,,,270,
241329,10214,36WI,3200.0,60.0,ASPH,1,0,18,44.03670120239258,-91.29969787597656,,180,300.0,36,44.02780151367188,-91.29969787597656,,221,300.0
255781,10226,37I,3450.0,100.0,TURF-G,1,0,05,,,,114,225.0,23,,,,294,985.0
258149,10267,38C,3450.0,100.0,TURF-G,0,0,18,43.61249923706055,-85.49250030517578,889.0,180,486.0,36,43.60309982299805,-85.49250030517578,889.0,336,384.0
240007,10312,38XS,6000.0,75.0,ASPH,1,0,14,26.82200050354004,-98.4843978881836,,146,,32,26.808399200439453,-98.4740982055664,,285,
350184,350183,39MD,1800.0,60.0,Turf,0,0,9,38.27483367919922,-76.7271728515625,21.0,86,,27,38.27513885498047,-76.72091674804688,15.0,266,
247344,10344,39P,1810.0,40.0,ASPH-G,1,0,07,46.55039978027344,-122.2699966430664,,90,200.0,25,46.55039978027344,-122.26300048828124,,270,197.0
245827,10350,39TE,2700.0,75.0,GRAVEL-F,0,0,08,32.71080017089844,-102.73899841308594,,90,,26,32.71080017089844,-102.7310028076172,,356,
251747,10363,3AK2,700.0,50.0,GRVL-F,0,0,06,61.64099884033203,-149.28900146484375,,82,,24,61.64250183105469,-149.26699829101562,,262,
242097,18674,3B3,3086.0,40.0,ASPH-G,1,0,16,42.42910003662109,-71.79660034179688,459.0,140,150.0,34,42.422698974609375,-71.78910064697266,449.0,315,500.0
346217,346216,3CN7,2600.0,40.0,ASP,0,0,16,,,,180,,34,,,,360,
247948,10433,3D2,2700.0,60.0,ASPH-G,1,0,14,45.13800048828125,-87.18949890136719,762.0,136,,32,45.1327018737793,-87.18229675292969,750.0,316,
251232,10435,3DA,2510.0,50.0,ASPH-F,1,0,18,43.0531005859375,-83.80390167236328,733.0,181,771.0,36,43.046199798583984,-83.80400085449219,733.0,1,771.0
256919,10438,3EX,2000.0,47.0,ASPH-F,1,0,01,39.33530044555664,-94.19879913330078,992.0,27,,19,39.3401985168457,-94.1956024169922,990.0,207,
240331,10475,3GE3,3000.0,40.0,CONC,0,0,07,34.41059875488281,-83.18890380859375,,70,,25,34.413299560546875,-83.17939758300781,,202,
345517,345504,3KS2,2051.0,70.0,Turf,0,0,18,37.06328201293945,-96.99879455566406,1166.0,178,,36,37.057655334472656,-96.99862670898438,1139.0,359,
332503,332502,3KS9,3800.0,24.0,ASP,0,0,17,37.73232650756836,-101.19554138183594,3091.0,179,,35,37.721900939941406,-101.19528198242188,3080.0,359,
256361,10563,3LA4,4002.0,60.0,ASP,1,0,12,29.802629470825195,-92.8088607788086,2.0,122,,30,29.79673385620117,-92.79821014404295,7.0,302,
240245,10626,3MO4,2600.0,100.0,TURF,0,0,N,36.454200744628906,-89.62830352783203,,176,,S,36.4468994140625,-89.62779998779297,,356,
348553,348552,3ND6,897.0,30.0,Turf,0,0,9,47.24222183227539,-99.8994140625,1940.0,97,,27,47.24191665649414,-99.89583587646484,1945.0,277,
349493,349492,3NE5,2500.0,75.0,Turf,0,0,12,40.94914245605469,-96.20661163330078,1142.0,118,,30,40.94596099853516,-96.1985855102539,1165.0,298,
250271,10698,3O5,2900.0,50.0,ASPH-F,1,0,16,34.37310028076172,-98.40670013427734,1058.0,174,,34,34.36520004272461,-98.40570068359376,1058.0,354,
241614,10727,3OL8,4600.0,40.0,ASP,1,0,03,36.872501373291016,-95.15360260009766,,34,,21,36.88309860229492,-95.14469909667967,,214,
250610,10771,3S2,1808.0,40.0,TURF-G,0,0,12,44.51539993286133,-70.40979766845703,418.0,121,,30,44.51290130615234,-70.40380096435547,418.0,301,
240647,10788,3TA0,4000.0,30.0,ASPH,1,0,18,30.101900100708008,-100.40299987792967,2241.0,190,,36,30.091100692749023,-100.40499877929688,,271,
244410,10793,3TA5,3450.0,30.0,ASPH,0,0,01,30.1289005279541,-98.38459777832033,,10,,19,30.13809967041016,-98.38269805908205,,286,
257760,10798,3TE,1820.0,100.0,TURF-G,0,0,09,42.02470016479492,-83.94300079345703,,88,,27,42.024898529052734,-83.9363021850586,,268,
257761,10798,3TE,2660.0,75.0,ASPH-P,1,0,18,42.028900146484375,-83.93910217285156,812.0,179,780.0,36,42.02170181274414,-83.93900299072266,797.0,359,500.0
253437,10841,3U2,3400.0,150.0,TURF-G,0,0,17,44.91600036621094,-115.48400115966795,,191,,35,44.90729904174805,-115.48699951171876,,11,
248117,10890,3X5,1804.0,60.0,ASPH-G,0,0,01,41.71549987792969,-82.82129669189453,594.0,2,,19,41.72050094604492,-82.82099914550781,587.0,182,
248118,10890,3X5,1900.0,150.0,TURF-P,0,0,08,,,,22,,26,,,,182,
506305,506304,41ME,1900.0,150.0,Turf,0,0,2,,,400.0,12,,20,,,400.0,192,
345323,345322,42IA,2200.0,200.0,Turf,0,0,18,42.26449966430664,-96.28970336914062,1071.0,180,,36,42.258399963378906,-96.28970336914062,1069.0,360,
241420,10997,42KY,3000.0,32.0,ASPH,1,0,18,36.78060150146485,-88.22239685058594,,179,,36,36.77230072021485,-88.22219848632812,,240,675.0
348555,348554,42TT,2533.0,100.0,Turf,0,0,14,30.45802116394043,-95.23367309570312,250.0,134,,32,30.453163146972656,-95.22792053222656,240.0,314,
353033,353032,42XA,1872.0,150.0,Turf,0,0,15,31.364599227905277,-97.0916976928711,472.0,153,,33,31.36000061035156,-97.08889770507812,458.0,333,
344449,344446,43MN,3500.0,100.0,Turf,0,0,15,46.9379997253418,-92.4166030883789,1367.0,147,,33,46.93000030517578,-92.40889739990234,1385.0,327,
239949,11044,43NC,3000.0,100.0,TURF,0,0,01,36.016700744628906,-80.51689910888672,,6,,19,36.024898529052734,-80.51589965820312,,212,830.0
247365,11073,44G,2602.0,92.0,TURF-G,1,0,09,41.855098724365234,-83.87550354003906,691.0,89,415.0,27,41.855098724365234,-83.86599731445312,691.0,270,390.0
349112,349104,44SC,3366.0,75.0,ASP,1,0,2,33.477500915527344,-80.77861022949219,180.0,16,,20,33.48638916015625,-80.77555847167969,184.0,196,
344842,344835,44XA,3292.0,22.0,asphalt/dirt,0,0,1,27.832500457763672,-97.77278137207033,72.0,11,,19,27.841388702392575,-97.77083587646484,72.0,191,
255342,11112,45CN,2700.0,60.0,DIRT-TURF,0,0,09,37.863399505615234,-120.18399810791016,2892.0,111,,27,37.859901428222656,-120.1719970703125,2930.0,291,
239780,11153,46CN,4500.0,250.0,ASPH-DIRT-G,0,0,07,34.48400115966797,-117.83399963378906,,84,,25,34.48540115356445,-117.81900024414062,,334,
256466,11170,46N,2664.0,30.0,ASPH-P,0,0,01,41.98099899291992,-73.83609771728516,323.0,1,,19,41.98830032348633,-73.83589935302734,316.0,181,
239985,11224,47TX,4000.0,30.0,ASPH,0,0,11,26.93630027770996,-97.76799774169922,,116,,29,26.93160057067871,-97.75700378417967,,245,
509630,509629,48FA,4077.0,90.0,WAT,0,0,13W,28.841969,-81.807511,63.0,130,,31W,28.834722,-81.797794,63.0,310,
241970,11272,48XS,5000.0,40.0,ASPH,0,0,13,29.931699752807617,-103.3000030517578,,138,,31,29.92140007019043,-103.29000091552734,,355,
245901,18795,48Y,3298.0,75.0,ASPH-G,1,0,15,49.00360107421875,-95.98570251464844,1078.0,153,,33,48.995601654052734,-95.97940063476562,1066.0,333,
240506,11285,49IL,2200.0,100.0,TURF,1,0,09,41.593299865722656,-88.6957015991211,,90,150.0,27,41.593299865722656,-88.6875991821289,,251,292.0
344853,344846,49MT,6000.0,100.0,GVL,0,0,10,45.60911560058594,-109.1319580078125,3901.0,114,,28,45.60231399536133,-109.11060333251952,3901.0,294,
239695,11326,4AK6,3800.0,40.0,ASP,1,0,08,61.639375,-149.294875,533.0,90,,26,61.642502,-149.266998,530.0,270,
239696,11326,4AK6,2600.0,100.0,GRVL,0,0,18,,,,202,,36,,,,193,
240136,11340,4AR1,3000.0,30.0,ASPH,0,0,09,35.04119873046875,-92.10530090332033,,89,,27,35.04130172729492,-92.0968017578125,,268,689.0
240595,11341,4AR2,3700.0,100.0,TURF,0,0,09,34.90850067138672,-92.01219940185548,,93,,27,34.908199310302734,-92.00450134277344,,297,551.0
247791,11358,4B0,2854.0,60.0,ASPH-G,1,0,01,42.55680084228516,-73.8333969116211,184.0,353,150.0,19,42.56460189819336,-73.83450317382812,195.0,173,124.0
249054,11397,4D8,2873.0,50.0,ASPH-F,1,0,09,43.33480072021485,-95.16339874267578,1437.0,90,60.0,27,43.33480072021485,-95.15249633789062,1436.0,270,360.0
249055,11397,4D8,1990.0,100.0,TURF-F,0,0,18,43.334598541259766,-95.1602020263672,1434.0,180,,36,43.3291015625,-95.1602020263672,1435.0,234,400.0
334263,334262,4FA7,4031.0,100.0,Water,0,0,14,28.80731010437012,-82.12364196777344,39.0,141,,32,28.79872131347656,-82.11575317382812,39.0,321,
253578,11421,4G1,2551.0,118.0,TURF-G,0,0,05,41.44419860839844,-80.39420318603516,1202.0,41,984.0,23,41.449501037597656,-80.38809967041016,1202.0,221,
253579,11421,4G1,2703.0,75.0,ASPH-G,1,0,15,41.44969940185547,-80.39450073242188,1162.0,141,,33,41.44390106201172,-80.38819885253906,1202.0,321,
249657,11423,4G3,2912.0,50.0,ASPH-G,1,0,09,40.9818000793457,-81.04740142822266,1056.0,91,180.0,27,40.98160171508789,-81.03690338134766,1067.0,271,288.0
270184,11424,4G7,2859.0,75.0,ASPH-G,1,0,5,39.44499969482422,-80.17009735107422,1029.0,37,500.0,23,39.45130157470703,-80.16400146484375,1009.0,217,
256206,11487,4K5,3300.0,80.0,GRVL-G,1,0,08,,,96.0,101,,26,,,96.0,281,
248096,11488,4KA,1778.0,30.0,GRVL-P,1,0,08,60.57600021362305,-165.27699279785156,14.0,101,,26,60.57509994506836,-165.26699829101562,11.0,281,
252143,11524,4M5,2980.0,50.0,ASPH-P,0,0,01,33.484100341796875,-91.44419860839844,135.0,18,,19,33.491798400878906,-91.44110107421876,135.0,198,
250511,11525,4M8,2420.0,30.0,ASPH-F,1,0,18,34.65129852294922,-91.39409637451172,212.0,181,200.0,36,34.64459991455078,-91.39430236816406,205.0,1,
241396,11711,4TA0,3200.0,35.0,ASPH,1,0,17,29.36000061035156,-95.66470336914062,,170,,35,29.35110092163086,-95.66310119628906,,221,
242170,11716,4TA6,3000.0,60.0,ASPH,0,1,15,30.025999,-99.386002,,150,,33,30.0189,-99.381302,,215,
244623,11729,4TE9,4400.0,150.0,ASPH,0,0,08,29.26309967041016,-99.3573989868164,,80,,26,29.265199661254883,-99.34380340576172,,221,
244880,11747,4TS8,3000.0,150.0,ASP,0,0,NW,29.37779998779297,-99.34529876708984,,135,,SE,29.37190055847168,-99.3386001586914,,315,
248991,11763,4V8,2650.0,75.0,ASPH-P,1,0,01,42.92359924316406,-72.86479949951172,1948.0,350,,19,42.93069839477539,-72.86650085449219,1950.0,170,
240874,11780,4WA0,3700.0,65.0,ASPH,0,0,07,46.94029998779297,-119.74500274658205,,90,,25,46.94029998779297,-119.7300033569336,,263,
240305,11793,4WI4,2500.0,70.0,TURF,0,0,16,45.57730102539063,-89.74949645996094,,162,,34,45.57080078125,-89.74649810791016,,224,
245004,11862,50XS,4608.0,75.0,ASPH,0,0,13,29.04789924621582,-100.58899688720705,,137,,31,29.03870010375977,-100.58000183105467,,314,962.0
250183,11868,51G,1933.0,100.0,TURF-P,0,0,03,43.14179992675781,-83.79840087890625,,31,,21,43.14630126953125,-83.79460144042969,,211,
250184,11868,51G,1895.0,140.0,TURF-P,0,0,14,43.14500045776367,-83.79850006103516,,139,,32,43.14099884033203,-83.79389953613281,,319,
250185,11868,51G,1802.0,100.0,TURF-F,0,0,18,43.14580154418945,-83.79820251464844,,179,500.0,36,43.140899658203125,-83.79810333251953,,359,358.0
240606,11902,52AR,2200.0,50.0,TURF,0,0,18,35.28310012817383,-92.24140167236328,,182,,36,35.277099609375,-92.24169921875,,260,
256642,11904,52B,6000.0,1200.0,WATER,0,0,14,45.480201721191406,-69.61650085449219,,122,,32,45.47140121459961,-69.59660339355469,,302,
256643,11904,52B,5000.0,1000.0,WATER,0,0,18,45.47969818115234,-69.60359954833984,,162,,36,45.46670150756836,-69.59760284423828,,342,
354117,354116,54MU,2500.0,80.0,Turf,0,0,17,40.303842,-95.112711,1007.0,173,,35,40.297025,-95.111647,966.0,353,
344877,344875,54XA,2325.0,75.0,Turf/Dirt,0,0,18,33.49489974975586,-97.21109771728516,802.0,180,,36,33.48830032348633,-97.21109771728516,758.0,360,
240737,12073,55XS,4316.0,60.0,ASPH,0,0,01,29.16069984436035,-100.41999816894533,,17,,19,29.17200088500977,-100.41600036621094,,338,
241005,12079,56FD,4400.0,150.0,ASPH-G,0,0,18,30.97069931030273,-85.06939697265625,,180,,36,30.95859909057617,-85.06939697265625,,293,
240304,12112,56WI,1490.0,80.0,TURF,0,0,09,44.773399353027344,-89.59850311279297,,94,600.0,27,44.77310180664063,-89.5927963256836,,323,300.0
245437,12117,57AZ,4500.0,44.0,ASPH-G,1,0,01,32.44219970703125,-111.00800323486328,,22,100.0,19,32.45109939575195,-110.9980010986328,,265,100.0
244081,12124,57FA,5100.0,60.0,ASPH,1,0,17,28.215599060058597,-81.12079620361328,,170,,35,28.20170021057129,-81.1177978515625,,269,
255515,12127,57GA,3100.0,30.0,ASPH,0,0,18,34.867401123046875,-84.393798828125,,180,,36,34.8588981628418,-84.393798828125,,0,
