id,airport_ref,airport_ident,length_ft,width_ft,surface,lighted,closed,le_ident,le_latitude_deg,le_longitude_deg,le_elevation_ft,le_heading_degT,le_displaced_threshold_ft,he_ident,he_latitude_deg,he_longitude_deg,he_elevation_ft,he_heading_degT,he_displaced_threshold_ft
241958,18560,K28J,4999.0,200.0,ASP,0,1,06,29.653099060058597,-81.69499969482422,44.0,60,,24,29.65999984741211,-81.681396484375,31.0,240,
241959,18560,K28J,5999.0,100.0,ASPH-G,1,0,09,29.65780067443848,-81.69999694824219,32.0,87,,27,29.658599853515625,-81.68109893798828,31.0,267,449.0
241960,18560,K28J,3000.0,75.0,ASPH-P,0,1,12,29.66220092773437,-81.69170379638672,28.0,119,,30,29.658300399780277,-81.68329620361328,31.0,299,
241961,18560,K28J,3510.0,75.0,ASPH-G,1,0,17,29.66220092773437,-81.69059753417969,29.0,165,,35,29.65279960632324,-81.68779754638672,48.0,345,
242933,18562,K29D,4500.0,75.0,ASPH-F,1,0,10,41.14630126953125,-80.1759033203125,1349.0,92,590.0,28,41.14580154418945,-80.15959930419922,1297.0,272,
240288,18564,K29S,3200.0,55.0,ASPH-G,1,0,10,45.051700592041016,-110.75299835205078,,113,,28,45.048099517822266,-110.74099731445312,,295,1176.0
242281,18565,K2A0,5000.0,75.0,ASPH-G,1,0,03,35.480201721191406,-84.93509674072266,711.0,29,,21,35.4922981262207,-84.9271011352539,719.0,209,371.0
241510,18566,K2A1,3498.0,75.0,ASPH-G,1,0,18,36.35449981689453,-84.94660186767578,1694.0,180,,36,36.34489822387695,-84.94670104980469,1678.0,2,
240252,18567,K2A2,4795.0,50.0,ASPH-G,1,0,05,35.647098541259766,-92.4105987548828,1270.0,57,398.0,23,35.654300689697266,-92.39710235595705,1270.0,237,
240974,18568,K2A5,3800.0,40.0,ASPH-G,1,0,02,35.90679931640625,-79.61940002441406,721.0,16,,20,35.91680145263672,-79.61579895019531,717.0,196,
242526,18569,K2A6,4469.0,50.0,ASPH-F,1,0,15,34.58760070800781,-91.16919708251952,175.0,148,,33,34.577301025390625,-91.16130065917967,176.0,247,
240339,18570,K2B3,1950.0,80.0,TURF-G,0,0,12,43.40060043334961,-72.19830322265625,,103,,30,43.39939880371094,-72.19120025634766,,337,
240340,18570,K2B3,3450.0,50.0,ASPH-F,1,0,18,43.40060043334961,-72.19779968261719,,165,690.0,36,43.39250183105469,-72.19110107421875,,214,240.0
244090,18571,K2B7,4000.0,100.0,ASPH-G,1,0,01,44.76319885253906,-69.3727035522461,175.0,347,,19,44.77389907836914,-69.3760986328125,198.0,167,
243960,18572,K2C8,3299.0,60.0,ASPH-G,1,0,16,48.78820037841797,-97.63359832763672,892.0,166,,34,48.77949905395508,-97.63020324707033,891.0,346,
239836,18573,K2CB,3200.0,50.0,GRAVEL,1,0,01,29.94809913635254,-81.98059844970703,196.0,10,,19,29.956899642944336,-81.97889709472656,196.0,270,
239837,18573,K2CB,2200.0,50.0,GRAVEL,1,0,07,29.951400756835938,-81.98310089111328,196.0,70,,25,29.95330047607422,-81.97669982910156,196.0,315,
244019,18574,K2D5,3505.0,60.0,ASPH-G,1,0,12,46.1775016784668,-98.08550262451172,1330.0,131,,30,46.17110061645508,-98.07510375976562,1335.0,311,
244020,18574,K2D5,1925.0,200.0,TURF-F,0,0,17,46.17359924316406,-98.0792007446289,,180,,35,46.16830062866211,-98.0792007446289,,330,
245665,18575,K2E3,3605.0,35.0,ASPH-F,0,0,01,36.172698974609375,-101.6969985961914,3423.0,21,,19,36.18190002441406,-101.69200134277344,3417.0,201,
241024,18576,K2E5,4685.0,55.0,ASPH-G,1,0,08,31.94750022888184,-105.1989974975586,3701.0,89,,26,31.94770050048828,-105.18399810791016,,316,400.0
243034,18577,K2E7,3100.0,50.0,GRE,0,1,08,35.24440002441406,-100.5479965209961,,90,,26,35.24440002441406,-100.53800201416016,,270,
243035,18577,K2E7,3225.0,50.0,ASPH-E,1,0,17,35.2510986328125,-100.54399871826172,2816.0,180,,35,35.24250030517578,-100.54399871826172,2819.0,253,
243450,18578,K2F0,2755.0,50.0,ASPH-G,0,0,07,30.90559959411621,-101.89199829101562,,79,,25,30.90690040588379,-101.88300323486328,,188,
243451,18578,K2F0,4085.0,60.0,ASPH-G,1,0,14,30.90970039367676,-101.8949966430664,2200.0,150,500.0,32,30.899999618530277,-101.88800048828124,,233,490.0
244198,18579,K2F1,3600.0,60.0,ASPH-F,1,0,17,35.24079895019531,-100.18499755859376,2369.0,180,,35,35.23109817504883,-100.18499755859376,2367.0,274,210.0
243659,18580,K2F4,2543.0,33.0,GRVL-F,0,0,08,33.18220138549805,-101.81999969482422,,90,,26,33.18220138549805,-101.81199645996094,,238,
243660,18580,K2F4,3278.0,50.0,ASPH-G,1,0,17,33.181400299072266,-101.81999969482422,,180,,35,33.17250061035156,-101.81999969482422,,0,
243325,18581,K2F5,5002.0,75.0,ASP,1,0,16,32.760502,-101.917999,2992.0,165,,34,32.7469,-101.9142,2986.0,345,
243324,18581,K2F5,4006.0,60.0,ASP,1,0,7,32.758,-101.9315,2992.0,75,,25,32.7607,-101.9189,2991.0,255,
242282,18582,K2F7,3909.0,60.0,ASPH-F,1,0,18,33.29819869995117,-95.89610290527344,515.0,183,,36,33.287498474121094,-95.89669799804688,506.0,3,
240503,18583,K2G1,2181.0,38.0,ASPH-F,1,0,02,41.66429901123047,-81.19869995117188,994.0,22,,20,41.6697998046875,-81.1957015991211,968.0,202,
241788,18584,K2G2,5000.0,75.0,ASPH-G,1,0,14,40.36439895629883,-80.70649719238281,1196.0,134,,32,40.35599899291992,-80.69519805908203,1192.0,314,
241648,18585,K2G4,5000.0,75.0,ASPH-E,1,0,09,39.579498291015625,-79.34459686279297,2933.0,79,,27,39.58209991455078,-79.32720184326172,2877.0,259,
244095,18586,K2G9,2695.0,204.0,ASPH-TURF-G,0,0,14,40.040000915527344,-79.01699829101562,,140,295.0,32,40.034400939941406,-79.01080322265625,,247,
244094,18586,K2G9,5002.0,75.0,ASPH-G,1,0,7,40.03499984741211,-79.02239990234375,2275.0,56,,25,40.042701721191406,-79.00759887695312,2202.0,236,
244828,18587,K2GC,3500.0,30.0,ASPH-F,1,0,17,34.88890075683594,-78.83660125732422,,170,,35,34.879398345947266,-78.83450317382812,,209,350.0
245284,18588,K2H0,2585.0,200.0,TURF-G,0,1,04,39.40589904785156,-88.8478012084961,617.0,39,484.0,22,39.411399841308594,-88.84200286865234,613.0,299,
245285,18588,K2H0,3264.0,200.0,TURF-G,0,0,14,39.41249847412109,-88.8467025756836,,142,,32,39.40560150146485,-88.83979797363281,,218,522.0
245286,18588,K2H0,4099.0,75.0,ASPH-G,1,0,18,39.41830062866211,-88.84750366210938,618.0,180,,36,39.40700149536133,-88.84750366210938,618.0,360,770.0
245458,18589,K2H2,3002.0,60.0,ASPH-G,1,0,18,36.966400146484375,-93.69519805908205,1434.0,181,,36,36.95819854736328,-93.69539642333984,1426.0,1,
240427,18590,K2H9,3700.0,40.0,ASPH-G,1,0,15,48.669700622558594,-99.85469818115234,1620.0,156,,33,48.66189956665039,-99.85030364990234,1620.0,245,300.0
241141,18591,K2I0,6050.0,100.0,ASPH-G,1,0,05,37.35079956054688,-87.40640258789062,439.0,51,,23,37.36109924316406,-87.39009857177734,418.0,231,
245977,18592,K2I3,3200.0,75.0,ASPH-G,0,0,02,37.60649871826172,-86.50859832763672,577.0,17,,20,37.61370086669922,-86.50579833984375,577.0,197,
245200,18593,K2IS,5950.0,75.0,ASPH-G,1,0,13,26.74099922180176,-81.05760192871094,20.0,135,,31,26.729400634765625,-81.04460144042969,20.0,270,
245403,18594,K2J2,3698.0,75.0,ASPH-F,1,0,14,31.78840065002441,-81.64520263671875,93.0,138,,32,31.780799865722656,-81.63719940185547,96.0,318,
241921,18595,K2J3,5000.0,100.0,ASPH-G,1,0,13,32.9906005859375,-82.39080047607422,,133,,31,32.981201171875,-82.37889862060547,,224,
241457,18596,K2J5,4000.0,75.0,ASPH-F,1,0,17,32.89889907836914,-81.966796875,237.0,168,,35,32.88819885253906,-81.96399688720703,223.0,348,
240658,18597,K2K3,2140.0,60.0,ASPH-F,0,0,08,37.5797004699707,-101.73400115966795,3324.0,90,,26,37.5797004699707,-101.72699737548828,3319.0,270,
240659,18597,K2K3,4100.0,60.0,CONC-G,1,0,17,37.5900993347168,-101.73400115966795,3319.0,180,,35,37.578800201416016,-101.73400115966795,3324.0,265,
240068,18598,K2K4,4200.0,75.0,ASPH-G,1,0,17,34.898399353027344,-99.5281982421875,1620.0,180,,35,34.88679885864258,-99.5281982421875,1643.0,218,140.0
240052,18599,K2K7,2998.0,46.0,ASPH-G,1,0,02,37.43109893798828,-95.64969635009766,822.0,29,,20,37.43830108642578,-95.6447982788086,841.0,209,
240053,18599,K2K7,2050.0,45.0,TURF-G,0,0,15,37.43889999389648,-95.64600372314452,840.0,156,,33,37.43370056152344,-95.64299774169922,825.0,196,
244586,18600,K2K9,3710.0,30.0,ASPH-F,0,0,17,35.835601806640625,-95.66690063476562,,180,,35,35.82559967041016,-95.66690063476562,,218,
241892,18603,K2M2,5003.0,100.0,ASPH-G,1,0,17,35.24100112915039,-87.25990295410156,936.0,167,,35,35.22760009765625,-87.25599670410156,927.0,347,
240462,18604,K2M4,3600.0,75.0,ASPH-P,1,0,16,32.358299255371094,-89.49040222167969,,162,,34,32.348899841308594,-89.48680114746094,,276,300.0
242743,18605,K2M8,3500.0,75.0,ASPH-F,1,0,18,35.28379821777344,-89.93099975585938,247.0,184,,36,35.274200439453125,-89.93190002441406,242.0,4,
244906,18606,K2MO,3195.0,60.0,ASPH-G,1,0,18,37.07210159301758,-93.88410186767578,1226.0,181,,36,37.06330108642578,-93.8843002319336,1246.0,1,
245095,18607,K2O1,4105.0,60.0,ASPH-G,1,0,06,39.94309997558594,-120.9530029296875,3418.0,82,,24,39.94469833374024,-120.93800354003906,3408.0,262,
241358,18608,K2O3,3217.0,50.0,ASPH-F,1,0,16,38.58440017700195,-122.43599700927734,1848.0,174,,34,38.57559967041016,-122.43499755859376,1805.0,222,
241774,18609,K2O6,3250.0,60.0,ASPH-G,1,0,12,37.1156005859375,-120.2509994506836,237.0,135,,30,37.10940170288086,-120.24299621582033,242.0,270,
243055,18610,K2O7,1498.0,30.0,DIRT-F,0,0,05,36.81629943847656,-118.20800018310548,3908.0,68,,23,36.81779861450195,-118.2030029296875,3880.0,248,
243056,18610,K2O7,3533.0,60.0,ASPH-G,1,0,14,36.82059860229492,-118.20800018310548,3894.0,157,,32,36.81159973144531,-118.2020034790039,3893.0,337,
240026,18611,K2O8,4000.0,60.0,ASPH-F,1,0,17,35.512699127197266,-98.34239959716795,1577.0,180,800.0,35,35.50170135498047,-98.34239959716795,1587.0,360,
243212,18613,K2R0,5000.0,75.0,ASPH-G,1,0,02,31.63949966430664,-88.63739776611328,,20,,20,31.65250015258789,-88.6321029663086,164.0,270,665.0
240866,18614,K2R1,3000.0,75.0,ASPH-G,1,0,04,29.89579963684082,-91.66919708251952,,37,,22,29.90220069885254,-91.66329956054688,,217,603.0
239752,18615,K2R2,4400.0,100.0,ASPH-G,1,0,18,39.75279998779297,-86.47429656982422,897.0,176,,36,39.74079895019531,-86.4751968383789,864.0,180,
245174,18616,K2R4,3701.0,75.0,ASPH-G,1,0,18,30.6427001953125,-86.99349975585938,79.0,182,,36,30.63249969482422,-86.9937973022461,79.0,2,
245627,18617,K2R5,3998.0,80.0,ASPH-G,1,0,06,30.499099731445312,-88.28060150146484,129.0,59,,24,30.50469970703125,-88.26969909667969,131.0,239,
240086,18618,K2R6,3005.0,75.0,ASPH-G,1,0,18,30.960899353027344,-92.23410034179688,59.0,180,,36,30.952600479125977,-92.23410034179688,59.0,360,
242015,18619,K2R7,3000.0,75.0,ASPH-G,1,0,13,30.822799682617188,-90.11499786376952,,137,,31,30.816699981689453,-90.1082992553711,,270,
241616,18620,K2R9,3218.0,60.0,ASPH-F,1,0,16,28.82929992675781,-97.8665008544922,289.0,169,,34,28.820600509643555,-97.8646011352539,272.0,349,
242432,18621,K2RR,4950.0,75.0,ASPH-F,0,0,16,27.785600662231445,-81.20800018310547,,160,200.0,34,27.773099899291992,-81.20079803466797,,360,1000.0
243720,18622,K2S4,2811.0,60.0,ASPH-G,1,0,17,46.96960067749024,-119.06600189208984,,187,560.0,35,46.96110153198242,-119.06700134277344,,230,
242185,18623,K2S7,3749.0,60.0,ASP,1,0,17,42.588299,-121.875999,,180,420.0,35,42.578098,-121.875999,,321,
240894,18624,K2S8,3119.0,35.0,ASPH-G,1,0,02,47.75080108642578,-118.74700164794922,,36,,20,47.7577018737793,-118.73899841308594,,288,
243625,18625,K2S9,3005.0,52.0,ASPH-G,1,0,11,46.70050048828125,-123.8280029296875,,135,,29,46.69469833374024,-123.81900024414062,,269,
243332,18626,K2T1,5100.0,60.0,ASPH-G,1,0,07,34.18360137939453,-102.64900207519533,3779.0,78,,25,34.18659973144531,-102.63300323486328,3767.0,258,820.0
241879,18629,K2V5,5040.0,70.0,ASP,0,1,14,40.10630035400391,-102.24500274658205,3667.0,150,,32,40.09429931640625,-102.23600006103516,3618.0,330,
241880,18629,K2V5,5400.0,75.0,ASPH-G,1,0,17,40.1077995300293,-102.24099731445312,3677.0,180,,35,40.09299850463867,-102.24099731445312,3637.0,360,
244442,18630,K2V6,2900.0,40.0,ASPH-GRVL-F,0,0,12,40.105899810791016,-102.71600341796876,,129,,30,40.10079956054688,-102.70700073242188,,346,
244443,18630,K2V6,4200.0,75.0,CONC-G,1,0,16,40.11009979248047,-102.71499633789062,,169,,34,40.09870147705078,-102.71399688720705,,226,
244708,18631,K2W5,1860.0,100.0,TURF-F,0,0,02,38.5989990234375,-77.0730972290039,,8,,20,38.60409927368164,-77.07219696044922,,188,
244709,18631,K2W5,3000.0,50.0,ASPH-F,1,0,18,38.60390090942383,-77.07430267333984,170.0,167,,36,38.59590148925781,-77.0719985961914,156.0,347,
245434,18632,K2W6,4150.0,75.0,ASPH-G,1,0,11,38.31660079956055,-76.55719757080078,142.0,102,,29,38.3140983581543,-76.54309844970703,125.0,282,
244116,18633,K2Y4,3500.0,60.0,CONC-F,1,0,12,42.39020156860352,-94.62429809570312,,117,1200.0,30,42.385398864746094,-94.61309814453124,,360,
244750,18635,K30K,3000.0,75.0,CONC-P,0,0,17,37.91109848022461,-100.53199768066406,,180,,35,37.90280151367188,-100.53099822998048,,325,
240356,18637,K31E,3200.0,60.0,ASPH-G,0,0,14,39.668399810791016,-74.31199645996094,,134,,32,39.66230010986328,-74.30380249023438,,0,
240616,18638,K32A,5325.0,75.0,ASPH-G,1,0,11,35.08890151977539,-93.43609619140624,371.0,106,,29,35.084999084472656,-93.41899871826172,387.0,286,
244289,18639,K32S,3800.0,60.0,ASPH-G,1,0,12,46.52870178222656,-114.05799865722656,3535.0,133,,30,46.52149963378906,-114.0469970703125,3610.0,313,
244197,18640,K33J,3984.0,98.0,ASPH-G,1,0,11,31.05419921875,-85.875,,110,,29,31.050899505615234,-85.86289978027344,,315,
244256,18641,K33K,3290.0,56.0,ASPH-P,1,0,18,37.91350173950195,-99.40239715576172,2168.0,187,180.0,36,37.90449905395508,-99.40380096435548,2171.0,7,
242884,18642,K33M,3000.0,50.0,ASPH-G,1,0,15,34.1702995300293,-89.6886978149414,270.0,150,,33,34.16320037841797,-89.68370056152344,270.0,226,
243991,18643,K33N,3582.0,60.0,ASPH-G,1,0,09,39.21689987182617,-75.60269927978516,54.0,73,1005.0,27,39.21969985961914,-75.5905990600586,44.0,253,350.0
241121,18644,K33R,3500.0,60.0,ASPH-G,1,0,16,31.089500427246094,-95.16570281982422,332.0,164,,34,31.080299377441406,-95.1624984741211,340.0,316,
242639,18645,K33S,3635.0,40.0,ASPH-F,1,0,01,47.11880111694336,-118.39299774169922,,28,387.0,19,47.12760162353516,-118.38600158691406,,208,816.0
243749,18646,K33U,4650.0,150.0,TURF-DIRT-P,0,1,03,40.91579818725586,-109.39299774169922,,45,,21,40.92490005493164,-109.38099670410156,,270,995.0
243750,18646,K33U,4450.0,100.0,TURF-DIRT-P,0,1,07,40.91999816894531,-109.39700317382812,,82,,25,40.92169952392578,-109.38200378417967,,313,
243751,18646,K33U,6000.0,60.0,ASPH-P,0,0,11,40.923099517822266,-109.4000015258789,6542.0,123,,29,40.91310119628906,-109.38200378417967,6560.0,359,
240011,18647,K33V,5901.0,75.0,ASP,1,0,03,40.74449920654297,-106.27899932861328,8153.0,46,,21,40.75579833984375,-106.26399993896484,8150.0,226,
256625,18648,K34,2154.0,80.0,TURF-G,0,0,03,38.80229949951172,-94.95919799804688,,39,,21,38.80690002441406,-94.95449829101562,,219,
256626,18648,K34,2960.0,39.0,ASPH-F,1,0,08,38.810001373291016,-94.95899963378906,1029.0,90,,26,38.80989837646485,-94.94860076904295,1032.0,270,254.0
243848,18650,K34M,3000.0,50.0,ASPH-G,1,0,18,36.49029922485352,-90.0156021118164,,177,,36,36.48189926147461,-90.01499938964844,,357,
240709,18651,K34R,3210.0,60.0,ASPH-G,1,0,17,29.394399642944336,-96.9561004638672,278.0,179,,35,29.385499954223636,-96.95600128173828,262.0,359,
243396,18652,K35A,3508.0,60.0,ASPH-G,1,0,05,34.68370056152344,-81.64540100097656,573.0,47,,23,34.69020080566406,-81.63690185546875,610.0,227,
242672,18653,K35D,4300.0,75.0,ASPH-G,1,0,11,42.53089904785156,-85.83049774169922,704.0,98,,29,42.52930068969727,-85.814697265625,703.0,278,
242673,18653,K35D,1598.0,150.0,TURF-F,0,0,15,42.533199310302734,-85.82859802246094,700.0,140,,33,42.52980041503906,-85.82489776611328,704.0,320,
244332,18654,K35S,3450.0,60.0,ASP,1,0,07,45.58940124511719,-120.68099975585938,,90,,25,45.58940124511719,-120.66799926757812,,270,
245064,18655,K36K,2600.0,90.0,GRS,0,0,02,37.96689987182617,-101.25299835205078,,25,,20,37.97359848022461,-101.2490005493164,,205,
245065,18655,K36K,3400.0,40.0,ASPH-G,1,0,14,37.97330093383789,-101.26000213623048,,142,,32,37.96500015258789,-101.25499725341795,,322,
241317,18656,K36S,3000.0,50.0,ASP,0,0,04,41.78829956054688,-123.39299774169922,1208.0,59,,22,41.79249954223633,-123.38400268554688,1208.0,239,
244334,18658,K37F,3200.0,50.0,ASP,1,0,17,33.489200592041016,-99.5864028930664,1473.0,178,,35,33.48040008544922,-99.58599853515624,1473.0,358,
240548,18659,K37K,4400.0,75.0,ASP,0,0,18,33.93190002441406,-97.29519653320312,690.0,189,,36,33.91999816894531,-97.29750061035156,690.0,9,
245018,18660,K37T,3000.0,60.0,ASP,1,0,15,36.1693000793457,-92.14779663085938,733.0,151,,33,36.16210174560547,-92.1427993774414,696.0,331,
242871,18661,K37V,3000.0,50.0,ASP,1,0,15,40.34320068359375,-99.90859985351562,,157,,33,40.33570098876953,-99.90440368652344,,337,
242656,18662,K38D,3404.0,50.0,ASP,1,0,10L,40.94820022583008,-80.868896484375,1152.0,90,,28R,40.94820022583008,-80.85649871826172,1162.0,270,258.0
242655,18662,K38D,2593.0,85.0,GRE,0,0,10R,40.947898864746094,-80.86599731445312,1150.0,90,,28L,40.94779968261719,-80.85659790039062,1162.0,270,
239681,18663,K38J,3386.0,50.0,ASP,0,0,11,33.72999954223633,-79.52130126953125,51.0,106,,29,33.727298736572266,-79.5105972290039,54.0,286,
240006,18664,K38S,4400.0,75.0,ASP,1,0,12,46.39310073852539,-112.77300262451172,4689.0,136,,30,46.3843994140625,-112.76100158691406,4642.0,316,
241714,18665,K38U,5900.0,75.0,ASP,1,0,13,38.368900299072266,-111.60199737548828,,143,,31,38.35599899291992,-111.58999633789062,,323,
244816,18666,K39N,3500.0,75.0,ASP,1,0,10,40.39899826049805,-74.66529846191406,120.0,89,,28,40.399200439453125,-74.65270233154297,128.0,269,370.0
243892,18668,K3A2,3000.0,75.0,ASP,1,0,07,36.408199310302734,-83.56009674072266,,64,,25,36.41180038452149,-83.5510025024414,,244,
241897,18669,K3A4,3063.0,30.0,ASPH-G,1,0,17,35.94609832763672,-79.68599700927734,677.0,175,,35,35.937801361083984,-79.68509674072266,737.0,355,
240229,18670,K3A7,3600.0,80.0,ASP,1,0,16,32.82559967041016,-87.86499786376953,,155,,34,32.81639862060547,-87.86000061035156,,335,
243922,18671,K3AU,4199.0,60.0,ASP,1,0,18,37.67739868164063,-97.07730102539062,1327.0,184,,36,37.66590118408203,-97.07839965820312,1304.0,4,
241699,18672,K3B0,3500.0,75.0,ASP,1,0,02,42.09640121459961,-72.03970336914062,689.0,8,,20,42.105899810791016,-72.03790283203125,699.0,188,
241700,18672,K3B0,1450.0,100.0,GRS,0,0,10,42.10139846801758,-72.0447006225586,,86,,28,42.10169982910156,-72.03939819335938,,266,
241940,18673,K3B1,3000.0,75.0,ASP,0,0,03,45.459598541259766,-69.55370330810547,1374.0,8,,21,45.46770095825195,-69.55180358886719,1396.0,188,
241941,18673,K3B1,3999.0,75.0,ASPH-G,1,0,14,45.4650993347168,-69.55760192871094,1379.0,117,,32,45.459999084472656,-69.5438003540039,1368.0,297,
240130,18675,K3B4,2701.0,50.0,ASP,1,0,12,43.14419937133789,-70.77670288085938,124.0,109,,30,43.14189910888672,-70.76750183105469,106.0,289,86.0
240120,18676,K3B5,2151.0,100.0,GRS,0,0,11,44.1890983581543,-70.23729705810547,,101,,29,44.1879997253418,-70.22920227050781,,281,
240121,18676,K3B5,2104.0,50.0,ASP,0,0,12,44.19029998779297,-70.23619842529297,355.0,110,,30,44.18830108642578,-70.22869873046875,350.0,290,
240491,18677,K3BS,3800.0,75.0,ASP,1,0,06,43.66019821166992,-84.26529693603516,620.0,60,,24,43.66540145874024,-84.25289916992188,634.0,240,
240492,18677,K3BS,3000.0,75.0,ASP,1,0,18,43.66719818115234,-84.26409912109375,627.0,180,,36,43.65900039672852,-84.26409912109375,620.0,0,
243082,18678,K3C8,7001.0,200.0,PEM,0,1,05,40.90769958496094,-72.8156967163086,65.0,35,,23,40.92340087890625,-72.8010025024414,75.0,215,
243083,18678,K3C8,10001.0,200.0,PEM,0,0,14,40.92380142211914,-72.79399871826172,75.0,131,,32,40.905799865722656,-72.76679992675781,52.0,311,
241056,18679,K3CK,3058.0,50.0,ASP,1,0,08,42.20610046386719,-88.32849884033203,885.0,80,,26,42.20750045776367,-88.31759643554688,886.0,260,
242497,18680,K3CM,2619.0,75.0,ASP,1,0,05,43.54399871826172,-83.8998031616211,582.0,45,225.0,23,43.54909896850586,-83.8927993774414,582.0,225,158.0
242498,18680,K3CM,3800.0,75.0,ASP,1,0,18,43.55239868164063,-83.89540100097656,583.0,176,,36,43.54199981689453,-83.89450073242188,581.0,356,
244079,18681,K3CU,2840.0,200.0,GRS,0,0,08,46.195499420166016,-91.256103515625,,78,,26,46.19720077514648,-91.24520111083984,,258,500.0
244080,18681,K3CU,3709.0,75.0,ASP,1,0,16,46.19919967651367,-91.24829864501952,1346.0,165,,34,46.189300537109375,-91.24449920654295,1359.0,345,
244513,18682,K3DW,4035.0,50.0,ASP,1,0,11,37.22430038452149,-93.25479888916016,1352.0,108,,29,37.22079849243164,-93.24169921875,1374.0,288,
242433,18683,K3E0,4060.0,50.0,ASP,1,0,02,35.70920181274414,-100.60700225830078,2720.0,34,,20,35.718299865722656,-100.5989990234375,2716.0,214,390.0
240367,18684,K3F2,3700.0,60.0,ASP,1,0,17,32.42190170288086,-99.00029754638672,1592.0,180,,35,32.41170120239258,-99.00029754638672,1612.0,360,
242255,18685,K3F3,5070.0,150.0,ASP,0,1,04,32.065799713134766,-93.77059936523438,,46,,22,32.07559967041016,-93.75890350341795,,226,
242256,18685,K3F3,4500.0,100.0,ASP,1,0,18,32.0796012878418,-93.76480102539062,317.0,186,,36,32.06729888916016,-93.76629638671876,324.0,6,
240094,18686,K3F4,2998.0,75.0,ASP,1,0,09,32.86130142211914,-94.01499938964844,,90,,27,32.86140060424805,-94.00530242919922,,270,
244358,18687,K3F6,3186.0,50.0,ASP,1,0,17,34.03200149536133,-100.28199768066406,1859.0,180,,35,34.02330017089844,-100.28199768066406,1850.0,360,
245766,18688,K3F7,3400.0,45.0,ASP,1,0,17,35.811500549316406,-96.42179870605467,803.0,181,,35,35.80220031738281,-96.4219970703125,851.0,1,
244885,18689,K3F9,3203.0,40.0,ASPH-G,1,0,18,32.68109893798828,-95.5106964111328,429.0,181,,36,32.672298431396484,-95.51090240478516,404.0,1,
244102,18691,K3FU,3000.0,60.0,ASP,1,0,13,45.03329849243164,-99.1166000366211,1567.0,136,225.0,31,45.02740097045898,-99.1085968017578,1570.0,316,
243560,18692,K3G1,3030.0,60.0,ASPH-G,0,0,10,42.04460144042969,-79.85929870605469,,91,,28,42.04439926147461,-79.84850311279297,,271,
240001,18693,K3G2,3437.0,92.0,GRE,1,0,17,48.30110168457031,-95.62920379638672,,164,,35,48.29219818115234,-95.62529754638672,,344,
241519,18694,K3G3,3529.0,75.0,ASP,1,0,02,40.99679946899414,-81.75630187988281,965.0,10,137.0,20,41.00630187988281,-81.75399780273438,973.0,190,
241520,18694,K3G3,2155.0,40.0,ASP,0,0,10,41.00550079345703,-81.76270294189453,963.0,90,,28,41.00550079345703,-81.75489807128906,971.0,270,237.0
243699,18695,K3G4,3502.0,75.0,ASP,1,0,01,40.89820098876953,-82.25569915771484,1205.0,1,,19,40.90779876708984,-82.25559997558594,1186.0,181,
241257,18696,K3G5,4500.0,50.0,ASP,1,0,05,39.44609832763672,-79.67250061035156,,50,650.0,23,39.4541015625,-79.6603012084961,,230,350.0
240490,18697,K3G6,2768.0,45.0,ASP,1,0,17,40.9098014831543,-81.00070190429688,1185.0,172,,35,40.90219879150391,-80.99929809570312,1178.0,352,
242626,18699,K3GM,3750.0,75.0,ASP,1,0,09,43.03409957885742,-86.20339965820312,602.0,90,,27,43.03419876098633,-86.18930053710938,591.0,270,
242627,18699,K3GM,2060.0,60.0,ASP,1,0,18,43.03670120239258,-86.20149993896484,603.0,180,,36,43.03099822998047,-86.20149993896484,598.0,360,
242316,18700,K3GV,2200.0,20.0,ASP,0,0,05,39.01409912109375,-94.21640014648438,818.0,57,,23,39.01729965209961,-94.20989990234376,834.0,237,
242317,18700,K3GV,4501.0,44.0,ASP,1,0,09,39.01430130004883,-94.22360229492188,817.0,91,300.0,27,39.01399993896485,-94.20780181884766,818.0,271,
240790,18701,K3H4,3300.0,60.0,ASP,1,0,16,47.36389923095703,-97.0614013671875,904.0,171,,34,47.35499954223633,-97.05940246582033,904.0,351,
245177,18702,K3HO,3125.0,40.0,ASP,1,0,18,41.56019973754883,-87.26390075683594,630.0,180,502.0,36,41.55160140991211,-87.26390075683594,610.0,360,320.0
239642,18703,K3I2,4000.0,75.0,ASP,1,0,07,38.91230010986328,-82.10489654541016,638.0,65,,25,38.91699981689453,-82.09220123291016,625.0,245,
244222,18704,K3I3,3557.0,50.0,ASP,1,0,08,39.54819869995117,-87.38279724121094,493.0,84,,26,39.54930114746094,-87.37020111083984,496.0,264,812.0
244223,18704,K3I3,1978.0,50.0,ASP,1,0,18,39.54880142211914,-87.37899780273438,493.0,179,50.0,36,39.543399810791016,-87.37889862060547,493.0,359,289.0
242507,18705,K3I4,3360.0,60.0,ASP,0,0,10,38.25910186767578,-80.65630340576172,,100,,28,38.25749969482422,-80.6447982788086,,280,
240513,18706,K3I7,3000.0,40.0,ASP,1,0,03,39.90950012207031,-84.40249633789062,1027.0,24,130.0,21,39.91709899902344,-84.39830017089844,1022.0,204,
241602,18707,K3J0,3580.0,60.0,ASP,0,0,11,32.869598388671875,-81.08869934082031,,112,,29,32.86589813232422,-81.0779037475586,,292,
